PATTERN,AT00Z2IN,AT00Z2RE,AT00Z2TE,AT00Z2TR
"M11,D15,H13",0.0,0.0,0.0,0.0
"M11,D15,H14",0.0,0.0,0.0,0.0
"M11,D15,H15",0.0,0.0,0.0,0.0
"M11,D15,H16",0.0,0.0,0.0,0.0
"M11,D15,H17",0.0,0.0,0.0,0.0
"M11,D15,H18",0.0,0.0,0.0,0.0
"M11,D15,H19",0.0,0.0,0.0,0.0
"M11,D15,H20",0.0,0.0,0.0,0.0
"M11,D15,H21",0.0,0.0,0.0,0.0
"M11,D15,H22",0.0,0.0,0.0,0.0
"M11,D15,H23",0.0,0.0,0.0,0.0
"M11,D15,H24",0.0,0.0,0.0,0.0
"M11,D16,H1",0.0,0.0,0.0,0.0
"M11,D16,H2",0.0,0.0,0.0,0.0
"M11,D16,H3",0.0,0.0,0.0,0.0
"M11,D16,H4",0.0,0.0,0.0,0.0
"M11,D16,H5",0.0,0.0,0.0,0.0
"M11,D16,H6",0.0,0.0,0.0,0.0
"M11,D16,H7",0.0,0.0,0.0,0.0
"M11,D16,H8",0.0,0.0,0.0,0.0
"M11,D16,H9",0.0,0.0,0.0,0.0
"M11,D16,H10",0.0,0.0,0.0,0.0
"M11,D16,H11",0.0,0.0,0.0,0.0
"M11,D16,H12",0.0,0.0,0.0,0.0
"M11,D16,H13",0.0,0.0,0.0,0.0
"M11,D16,H14",0.0,0.0,0.0,0.0
"M11,D16,H15",0.0,0.0,0.0,0.0
"M11,D16,H16",0.0,0.0,0.0,0.0
"M11,D16,H17",0.0,0.0,0.0,0.0
"M11,D16,H18",0.0,0.0,0.0,0.0
"M11,D16,H19",0.0,0.0,0.0,0.0
"M11,D16,H20",0.0,0.0,0.0,0.0
"M11,D16,H21",0.0,0.0,0.0,0.0
"M11,D16,H22",0.0,0.0,0.0,0.0
"M11,D16,H23",0.0,0.0,0.0,0.0
"M11,D16,H24",0.0,0.0,0.0,0.0
"M11,D17,H1",0.0,0.0,0.0,0.0
"M11,D17,H2",0.0,0.0,0.0,0.0
"M11,D17,H3",0.0,0.0,0.0,0.0
"M11,D17,H4",0.0,0.0,0.0,0.0
"M11,D17,H5",0.0,0.0,0.0,0.0
"M11,D17,H6",0.0,0.0,0.0,0.0
"M11,D17,H7",0.0,0.0,0.0,0.0
"M11,D17,H8",0.0,0.0,0.0,0.0
"M11,D17,H9",0.0,0.0,0.0,0.0
"M11,D17,H10",0.0,0.0,0.0,0.0
"M11,D17,H11",0.0,0.0,0.0,0.0
"M11,D17,H12",0.0,0.0,0.0,0.0
"M11,D17,H13",0.0,0.0,0.0,0.0
"M11,D17,H14",0.0,0.0,0.0,0.0
"M11,D17,H15",0.0,0.0,0.0,0.0
"M11,D17,H16",0.0,0.0,0.0,0.0
"M11,D17,H17",0.0,0.0,0.0,0.0
"M11,D17,H18",0.0,0.0,0.0,0.0
"M11,D17,H19",0.0,0.0,0.0,0.0
"M11,D17,H20",0.0,0.0,0.0,0.0
"M11,D17,H21",0.0,0.0,0.0,0.0
"M11,D17,H22",0.0,0.0,0.0,0.0
"M11,D17,H23",0.0,0.0,0.0,0.0
"M11,D17,H24",0.0,0.0,0.0,0.0
"M11,D18,H1",0.0,0.0,0.0,0.0
"M11,D18,H2",0.0,0.0,0.0,0.0
"M11,D18,H3",0.0,0.0,0.0,0.0
"M11,D18,H4",0.0,0.0,0.0,0.0
"M11,D18,H5",0.0,0.0,0.0,0.0
"M11,D18,H6",0.0,0.0,0.0,0.0
"M11,D18,H7",0.0,0.0,0.0,0.0
"M11,D18,H8",0.0,0.0,0.0,0.0
"M11,D18,H9",0.0,0.0,0.0,0.0
"M11,D18,H10",0.0,0.0,0.0,0.0
"M11,D18,H11",0.0,0.0,0.0,0.0
"M11,D18,H12",0.0,0.0,0.0,0.0
"M11,D18,H13",0.0,0.0,0.0,0.0
"M11,D18,H14",0.0,0.0,0.0,0.0
"M11,D18,H15",0.0,0.0,0.0,0.0
"M11,D18,H16",0.0,0.0,0.0,0.0
"M11,D18,H17",0.0,0.0,0.0,0.0
"M11,D18,H18",0.0,0.0,0.0,0.0
"M11,D18,H19",0.0,0.0,0.0,0.0
"M11,D18,H20",0.0,0.0,0.0,0.0
"M11,D18,H21",0.0,0.0,0.0,0.0
"M11,D18,H22",0.0,0.0,0.0,0.0
"M11,D18,H23",0.0,0.0,0.0,0.0
"M11,D18,H24",0.0,0.0,0.0,0.0
"M11,D19,H1",0.0,0.0,0.0,0.0
"M11,D19,H2",0.0,0.0,0.0,0.0
"M11,D19,H3",0.0,0.0,0.0,0.0
"M11,D19,H4",0.0,0.0,0.0,0.0
"M11,D19,H5",0.0,0.0,0.0,0.0
"M11,D19,H6",0.0,0.0,0.0,0.0
"M11,D19,H7",0.0,0.0,0.0,0.0
"M11,D19,H8",0.0,0.0,0.0,0.0
"M11,D19,H9",0.0,0.0,0.0,0.0
"M11,D19,H10",0.0,0.0,0.0,0.0
"M11,D19,H11",0.0,0.0,0.0,0.0
"M11,D19,H12",0.0,0.0,0.0,0.0
"M11,D19,H13",0.0,0.0,0.0,0.0
"M11,D19,H14",0.0,0.0,0.0,0.0
"M11,D19,H15",0.0,0.0,0.0,0.0
"M11,D19,H16",0.0,0.0,0.0,0.0
"M11,D19,H17",0.0,0.0,0.0,0.0
"M11,D19,H18",0.0,0.0,0.0,0.0
"M11,D19,H19",0.0,0.0,0.0,0.0
"M11,D19,H20",0.0,0.0,0.0,0.0
"M11,D19,H21",0.0,0.0,0.0,0.0
"M11,D19,H22",0.0,0.0,0.0,0.0
"M11,D19,H23",0.0,0.0,0.0,0.0
"M11,D19,H24",0.0,0.0,0.0,0.0
"M11,D20,H1",0.0,0.0,0.0,0.0
"M11,D20,H2",0.0,0.0,0.0,0.0
"M11,D20,H3",0.0,0.0,0.0,0.0
"M11,D20,H4",0.0,0.0,0.0,0.0
"M11,D20,H5",0.0,0.0,0.0,0.0
"M11,D20,H6",0.0,0.0,0.0,0.0
"M11,D20,H7",0.0,0.0,0.0,0.0
"M11,D20,H8",0.0,0.0,0.0,0.0
"M11,D20,H9",0.0,0.0,0.0,0.0
"M11,D20,H10",0.0,0.0,0.0,0.0
"M11,D20,H11",0.0,0.0,0.0,0.0
"M11,D20,H12",0.0,0.0,0.0,0.0
"M11,D20,H13",0.0,0.0,0.0,0.0
"M11,D20,H14",0.0,0.0,0.0,0.0
"M11,D20,H15",0.0,0.0,0.0,0.0
"M11,D20,H16",0.0,0.0,0.0,0.0
"M11,D20,H17",0.0,0.0,0.0,0.0
"M11,D20,H18",0.0,0.0,0.0,0.0
"M11,D20,H19",0.0,0.0,0.0,0.0
"M11,D20,H20",0.0,0.0,0.0,0.0
"M11,D20,H21",0.0,0.0,0.0,0.0
"M11,D20,H22",0.0,0.0,0.0,0.0
"M11,D20,H23",0.0,0.0,0.0,0.0
"M11,D20,H24",0.0,0.0,0.0,0.0
"M11,D21,H1",0.0,0.0,0.0,0.0
"M11,D21,H2",0.0,0.0,0.0,0.0
"M11,D21,H3",0.0,0.0,0.0,0.0
"M11,D21,H4",0.0,0.0,0.0,0.0
"M11,D21,H5",0.0,0.0,0.0,0.0
"M11,D21,H6",0.0,0.0,0.0,0.0
"M11,D21,H7",0.0,0.0,0.0,0.0
"M11,D21,H8",0.0,0.0,0.0,0.0
"M11,D21,H9",0.0,0.0,0.0,0.0
"M11,D21,H10",0.0,0.0,0.0,0.0
"M11,D21,H11",0.0,0.0,0.0,0.0
"M11,D21,H12",0.0,0.0,0.0,0.0
"M11,D21,H13",0.0,0.0,0.0,0.0
"M11,D21,H14",0.0,0.0,0.0,0.0
"M11,D21,H15",0.0,0.0,0.0,0.0
"M11,D21,H16",0.0,0.0,0.0,0.0
"M11,D21,H17",0.0,0.0,0.0,0.0
"M11,D21,H18",0.0,0.0,0.0,0.0
"M11,D21,H19",0.0,0.0,0.0,0.0
"M11,D21,H20",0.0,0.0,0.0,0.0
"M11,D21,H21",0.0,0.0,0.0,0.0
"M11,D21,H22",0.0,0.0,0.0,0.0
"M11,D21,H23",0.0,0.0,0.0,0.0
"M11,D21,H24",0.0,0.0,0.0,0.0
"M11,D22,H1",0.0,0.0,0.0,0.0
"M11,D22,H2",0.0,0.0,0.0,0.0
"M11,D22,H3",0.0,0.0,0.0,0.0
"M11,D22,H4",0.0,0.0,0.0,0.0
"M11,D22,H5",0.0,0.0,0.0,0.0
"M11,D22,H6",0.0,0.0,0.0,0.0
"M11,D22,H7",0.0,0.0,0.0,0.0
"M11,D22,H8",0.0,0.0,0.0,0.0
"M11,D22,H9",0.0,0.0,0.0,0.0
"M11,D22,H10",0.0,0.0,0.0,0.0
"M11,D22,H11",0.0,0.0,0.0,0.0
"M11,D22,H12",0.0,0.0,0.0,0.0
"M11,D22,H13",0.0,0.0,0.0,0.0
"M11,D22,H14",0.0,0.0,0.0,0.0
"M11,D22,H15",0.0,0.0,0.0,0.0
"M11,D22,H16",0.0,0.0,0.0,0.0
"M11,D22,H17",0.0,0.0,0.0,0.0
"M11,D22,H18",0.0,0.0,0.0,0.0
"M11,D22,H19",0.0,0.0,0.0,0.0
"M11,D22,H20",0.0,0.0,0.0,0.0
"M11,D22,H21",0.0,0.0,0.0,0.0
"M11,D22,H22",0.0,0.0,0.0,0.0
"M11,D22,H23",0.0,0.0,0.0,0.0
"M11,D22,H24",0.0,0.0,0.0,0.0
"M11,D23,H1",0.0,0.0,0.0,0.0
"M11,D23,H2",0.0,0.0,0.0,0.0
"M11,D23,H3",0.0,0.0,0.0,0.0
"M11,D23,H4",0.0,0.0,0.0,0.0
"M11,D23,H5",0.0,0.0,0.0,0.0
"M11,D23,H6",0.0,0.0,0.0,0.0
"M11,D23,H7",0.0,0.0,0.0,0.0
"M11,D23,H8",0.0,0.0,0.0,0.0
"M11,D23,H9",0.0,0.0,0.0,0.0
"M11,D23,H10",0.0,0.0,0.0,0.0
"M11,D23,H11",0.0,0.0,0.0,0.0
"M11,D23,H12",0.0,0.0,0.0,0.0
"M11,D23,H13",0.0,0.0,0.0,0.0
"M11,D23,H14",0.0,0.0,0.0,0.0
"M11,D23,H15",0.0,0.0,0.0,0.0
"M11,D23,H16",0.0,0.0,0.0,0.0
"M11,D23,H17",0.0,0.0,0.0,0.0
"M11,D23,H18",0.0,0.0,0.0,0.0
"M11,D23,H19",0.0,0.0,0.0,0.0
"M11,D23,H20",0.0,0.0,0.0,0.0
"M11,D23,H21",0.0,0.0,0.0,0.0
"M11,D23,H22",0.0,0.0,0.0,0.0
"M11,D23,H23",0.0,0.0,0.0,0.0
"M11,D23,H24",0.0,0.0,0.0,0.0
"M11,D24,H1",0.0,0.0,0.0,0.0
"M11,D24,H2",0.0,0.0,0.0,0.0
"M11,D24,H3",0.0,0.0,0.0,0.0
"M11,D24,H4",0.0,0.0,0.0,0.0
"M11,D24,H5",0.0,0.0,0.0,0.0
"M11,D24,H6",0.0,0.0,0.0,0.0
"M11,D24,H7",0.0,0.0,0.0,0.0
"M11,D24,H8",0.0,0.0,0.0,0.0
"M11,D24,H9",0.0,0.0,0.0,0.0
"M11,D24,H10",0.0,0.0,0.0,0.0
"M11,D24,H11",0.0,0.0,0.0,0.0
"M11,D24,H12",0.0,0.0,0.0,0.0
"M11,D24,H13",0.0,0.0,0.0,0.0
"M11,D24,H14",0.0,0.0,0.0,0.0
"M11,D24,H15",0.0,0.0,0.0,0.0
"M11,D24,H16",0.0,0.0,0.0,0.0
"M11,D24,H17",0.0,0.0,0.0,0.0
"M11,D24,H18",0.0,0.0,0.0,0.0
"M11,D24,H19",0.0,0.0,0.0,0.0
"M11,D24,H20",0.0,0.0,0.0,0.0
"M11,D24,H21",0.0,0.0,0.0,0.0
"M11,D24,H22",0.0,0.0,0.0,0.0
"M11,D24,H23",0.0,0.0,0.0,0.0
"M11,D24,H24",0.0,0.0,0.0,0.0
"M11,D25,H1",0.0,0.0,0.0,0.0
"M11,D25,H2",0.0,0.0,0.0,0.0
"M11,D25,H3",0.0,0.0,0.0,0.0
"M11,D25,H4",0.0,0.0,0.0,0.0
"M11,D25,H5",0.0,0.0,0.0,0.0
"M11,D25,H6",0.0,0.0,0.0,0.0
"M11,D25,H7",0.0,0.0,0.0,0.0
"M11,D25,H8",0.0,0.0,0.0,0.0
"M11,D25,H9",0.0,0.0,0.0,0.0
"M11,D25,H10",0.0,0.0,0.0,0.0
"M11,D25,H11",0.0,0.0,0.0,0.0
"M11,D25,H12",0.0,0.0,0.0,0.0
"M11,D25,H13",0.0,0.0,0.0,0.0
"M11,D25,H14",0.0,0.0,0.0,0.0
"M11,D25,H15",0.0,0.0,0.0,0.0
"M11,D25,H16",0.0,0.0,0.0,0.0
"M11,D25,H17",0.0,0.0,0.0,0.0
"M11,D25,H18",0.0,0.0,0.0,0.0
"M11,D25,H19",0.0,0.0,0.0,0.0
"M11,D25,H20",0.0,0.0,0.0,0.0
"M11,D25,H21",0.0,0.0,0.0,0.0
"M11,D25,H22",0.0,0.0,0.0,0.0
"M11,D25,H23",0.0,0.0,0.0,0.0
"M11,D25,H24",0.0,0.0,0.0,0.0
"M11,D26,H1",0.0,0.0,0.0,0.0
"M11,D26,H2",0.0,0.0,0.0,0.0
"M11,D26,H3",0.0,0.0,0.0,0.0
"M11,D26,H4",0.0,0.0,0.0,0.0
"M11,D26,H5",0.0,0.0,0.0,0.0
"M11,D26,H6",0.0,0.0,0.0,0.0
"M11,D26,H7",0.0,0.0,0.0,0.0
"M11,D26,H8",0.0,0.0,0.0,0.0
"M11,D26,H9",0.0,0.0,0.0,0.0
"M11,D26,H10",0.0,0.0,0.0,0.0
"M11,D26,H11",0.0,0.0,0.0,0.0
"M11,D26,H12",0.0,0.0,0.0,0.0
"M11,D26,H13",0.0,0.0,0.0,0.0
"M11,D26,H14",0.0,0.0,0.0,0.0
"M11,D26,H15",0.0,0.0,0.0,0.0
"M11,D26,H16",0.0,0.0,0.0,0.0
"M11,D26,H17",0.0,0.0,0.0,0.0
"M11,D26,H18",0.0,0.0,0.0,0.0
"M11,D26,H19",0.0,0.0,0.0,0.0
"M11,D26,H20",0.0,0.0,0.0,0.0
"M11,D26,H21",0.0,0.0,0.0,0.0
"M11,D26,H22",0.0,0.0,0.0,0.0
"M11,D26,H23",0.0,0.0,0.0,0.0
"M11,D26,H24",0.0,0.0,0.0,0.0
"M11,D27,H1",0.0,0.0,0.0,0.0
"M11,D27,H2",0.0,0.0,0.0,0.0
"M11,D27,H3",0.0,0.0,0.0,0.0
"M11,D27,H4",0.0,0.0,0.0,0.0
"M11,D27,H5",0.0,0.0,0.0,0.0
"M11,D27,H6",0.0,0.0,0.0,0.0
"M11,D27,H7",0.0,0.0,0.0,0.0
"M11,D27,H8",0.0,0.0,0.0,0.0
"M11,D27,H9",0.0,0.0,0.0,0.0
"M11,D27,H10",0.0,0.0,0.0,0.0
"M11,D27,H11",0.0,0.0,0.0,0.0
"M11,D27,H12",0.0,0.0,0.0,0.0
"M11,D27,H13",0.0,0.0,0.0,0.0
"M11,D27,H14",0.0,0.0,0.0,0.0
"M11,D27,H15",0.0,0.0,0.0,0.0
"M11,D27,H16",0.0,0.0,0.0,0.0
"M11,D27,H17",0.0,0.0,0.0,0.0
"M11,D27,H18",0.0,0.0,0.0,0.0
"M11,D27,H19",0.0,0.0,0.0,0.0
"M11,D27,H20",0.0,0.0,0.0,0.0
"M11,D27,H21",0.0,0.0,0.0,0.0
"M11,D27,H22",0.0,0.0,0.0,0.0
"M11,D27,H23",0.0,0.0,0.0,0.0
"M11,D27,H24",0.0,0.0,0.0,0.0
"M11,D28,H1",0.0,0.0,0.0,0.0
"M11,D28,H2",0.0,0.0,0.0,0.0
"M11,D28,H3",0.0,0.0,0.0,0.0
"M11,D28,H4",0.0,0.0,0.0,0.0
"M11,D28,H5",0.0,0.0,0.0,0.0
"M11,D28,H6",0.0,0.0,0.0,0.0
"M11,D28,H7",0.0,0.0,0.0,0.0
"M11,D28,H8",0.0,0.0,0.0,0.0
"M11,D28,H9",0.0,0.0,0.0,0.0
"M11,D28,H10",0.0,0.0,0.0,0.0
"M11,D28,H11",0.0,0.0,0.0,0.0
"M11,D28,H12",0.0,0.0,0.0,0.0
"M11,D28,H13",0.0,0.0,0.0,0.0
"M11,D28,H14",0.0,0.0,0.0,0.0
"M11,D28,H15",0.0,0.0,0.0,0.0
"M11,D28,H16",0.0,0.0,0.0,0.0
"M11,D28,H17",0.0,0.0,0.0,0.0
"M11,D28,H18",0.0,0.0,0.0,0.0
"M11,D28,H19",0.0,0.0,0.0,0.0
"M11,D28,H20",0.0,0.0,0.0,0.0
"M11,D28,H21",0.0,0.0,0.0,0.0
"M11,D28,H22",0.0,0.0,0.0,0.0
"M11,D28,H23",0.0,0.0,0.0,0.0
"M11,D28,H24",0.0,0.0,0.0,0.0
"M11,D29,H1",0.0,0.0,0.0,0.0
"M11,D29,H2",0.0,0.0,0.0,0.0
"M11,D29,H3",0.0,0.0,0.0,0.0
"M11,D29,H4",0.0,0.0,0.0,0.0
"M11,D29,H5",0.0,0.0,0.0,0.0
"M11,D29,H6",0.0,0.0,0.0,0.0
"M11,D29,H7",0.0,0.0,0.0,0.0
"M11,D29,H8",0.0,0.0,0.0,0.0
"M11,D29,H9",0.0,0.0,0.0,0.0
"M11,D29,H10",0.0,0.0,0.0,0.0
"M11,D29,H11",0.0,0.0,0.0,0.0
"M11,D29,H12",0.0,0.0,0.0,0.0
"M11,D29,H13",0.0,0.0,0.0,0.0
"M11,D29,H14",0.0,0.0,0.0,0.0
"M11,D29,H15",0.0,0.0,0.0,0.0
"M11,D29,H16",0.0,0.0,0.0,0.0
"M11,D29,H17",0.0,0.0,0.0,0.0
"M11,D29,H18",0.0,0.0,0.0,0.0
"M11,D29,H19",0.0,0.0,0.0,0.0
"M11,D29,H20",0.0,0.0,0.0,0.0
"M11,D29,H21",0.0,0.0,0.0,0.0
"M11,D29,H22",0.0,0.0,0.0,0.0
"M11,D29,H23",0.0,0.0,0.0,0.0
"M11,D29,H24",0.0,0.0,0.0,0.0
"M11,D30,H1",0.0,0.0,0.0,0.0
"M11,D30,H2",0.0,0.0,0.0,0.0
"M11,D30,H3",0.0,0.0,0.0,0.0
"M11,D30,H4",0.0,0.0,0.0,0.0
"M11,D30,H5",0.0,0.0,0.0,0.0
"M11,D30,H6",0.0,0.0,0.0,0.0
"M11,D30,H7",0.0,0.0,0.0,0.0
"M11,D30,H8",0.0,0.0,0.0,0.0
"M11,D30,H9",0.0,0.0,0.0,0.0
"M11,D30,H10",0.0,0.0,0.0,0.0
"M11,D30,H11",0.0,0.0,0.0,0.0
"M11,D30,H12",0.0,0.0,0.0,0.0
"M11,D30,H13",0.0,0.0,0.0,0.0
"M11,D30,H14",0.0,0.0,0.0,0.0
"M11,D30,H15",0.0,0.0,0.0,0.0
"M11,D30,H16",0.0,0.0,0.0,0.0
"M11,D30,H17",0.0,0.0,0.0,0.0
"M11,D30,H18",0.0,0.0,0.0,0.0
"M11,D30,H19",0.0,0.0,0.0,0.0
"M11,D30,H20",0.0,0.0,0.0,0.0
"M11,D30,H21",0.0,0.0,0.0,0.0
"M11,D30,H22",0.0,0.0,0.0,0.0
"M11,D30,H23",0.0,0.0,0.0,0.0
"M11,D30,H24",0.0,0.0,0.0,0.0
"M12,D01,H1",0.0,0.0,0.0,0.0
"M12,D01,H2",0.0,0.0,0.0,0.0
"M12,D01,H3",0.0,0.0,0.0,0.0
"M12,D01,H4",0.0,0.0,0.0,0.0
"M12,D01,H5",0.0,0.0,0.0,0.0
"M12,D01,H6",0.0,0.0,0.0,0.0
"M12,D01,H7",0.0,0.0,0.0,0.0
"M12,D01,H8",0.0,0.0,0.0,0.0
"M12,D01,H9",0.0,0.0,0.0,0.0
"M12,D01,H10",0.0,0.0,0.0,0.0
"M12,D01,H11",0.0,0.0,0.0,0.0
"M12,D01,H12",0.0,0.0,0.0,0.0
"M12,D01,H13",0.0,0.0,0.0,0.0
"M12,D01,H14",0.0,0.0,0.0,0.0
"M12,D01,H15",0.0,0.0,0.0,0.0
"M12,D01,H16",0.0,0.0,0.0,0.0
"M12,D01,H17",0.0,0.0,0.0,0.0
"M12,D01,H18",0.0,0.0,0.0,0.0
"M12,D01,H19",0.0,0.0,0.0,0.0
"M12,D01,H20",0.0,0.0,0.0,0.0
"M12,D01,H21",0.0,0.0,0.0,0.0
"M12,D01,H22",0.0,0.0,0.0,0.0
"M12,D01,H23",0.0,0.0,0.0,0.0
"M12,D01,H24",0.0,0.0,0.0,0.0
"M12,D02,H1",0.0,0.0,0.0,0.0
"M12,D02,H2",0.0,0.0,0.0,0.0
"M12,D02,H3",0.0,0.0,0.0,0.0
"M12,D02,H4",0.0,0.0,0.0,0.0
"M12,D02,H5",0.0,0.0,0.0,0.0
"M12,D02,H6",0.0,0.0,0.0,0.0
"M12,D02,H7",0.0,0.0,0.0,0.0
"M12,D02,H8",0.0,0.0,0.0,0.0
"M12,D02,H9",0.0,0.0,0.0,0.0
"M12,D02,H10",0.0,0.0,0.0,0.0
"M12,D02,H11",0.0,0.0,0.0,0.0
"M12,D02,H12",0.0,0.0,0.0,0.0
"M12,D02,H13",0.0,0.0,0.0,0.0
"M12,D02,H14",0.0,0.0,0.0,0.0
"M12,D02,H15",0.0,0.0,0.0,0.0
"M12,D02,H16",0.0,0.0,0.0,0.0
"M12,D02,H17",0.0,0.0,0.0,0.0
"M12,D02,H18",0.0,0.0,0.0,0.0
"M12,D02,H19",0.0,0.0,0.0,0.0
"M12,D02,H20",0.0,0.0,0.0,0.0
"M12,D02,H21",0.0,0.0,0.0,0.0
"M12,D02,H22",0.0,0.0,0.0,0.0
"M12,D02,H23",0.0,0.0,0.0,0.0
"M12,D02,H24",0.0,0.0,0.0,0.0
"M12,D03,H1",0.0,0.0,0.0,0.0
"M12,D03,H2",0.0,0.0,0.0,0.0
"M12,D03,H3",0.0,0.0,0.0,0.0
"M12,D03,H4",0.0,0.0,0.0,0.0
"M12,D03,H5",0.0,0.0,0.0,0.0
"M12,D03,H6",0.0,0.0,0.0,0.0
"M12,D03,H7",0.0,0.0,0.0,0.0
"M12,D03,H8",0.0,0.0,0.0,0.0
"M12,D03,H9",0.0,0.0,0.0,0.0
"M12,D03,H10",0.0,0.0,0.0,0.0
"M12,D03,H11",0.0,0.0,0.0,0.0
"M12,D03,H12",0.0,0.0,0.0,0.0
"M12,D03,H13",0.0,0.0,0.0,0.0
"M12,D03,H14",0.0,0.0,0.0,0.0
"M12,D03,H15",0.0,0.0,0.0,0.0
"M12,D03,H16",0.0,0.0,0.0,0.0
"M12,D03,H17",0.0,0.0,0.0,0.0
"M12,D03,H18",0.0,0.0,0.0,0.0
"M12,D03,H19",0.0,0.0,0.0,0.0
"M12,D03,H20",0.0,0.0,0.0,0.0
"M12,D03,H21",0.0,0.0,0.0,0.0
"M12,D03,H22",0.0,0.0,0.0,0.0
"M12,D03,H23",0.0,0.0,0.0,0.0
"M12,D03,H24",0.0,0.0,0.0,0.0
"M12,D04,H1",0.0,0.0,0.0,0.0
"M12,D04,H2",0.0,0.0,0.0,0.0
"M12,D04,H3",0.0,0.0,0.0,0.0
"M12,D04,H4",0.0,0.0,0.0,0.0
"M12,D04,H5",0.0,0.0,0.0,0.0
"M12,D04,H6",0.0,0.0,0.0,0.0
"M12,D04,H7",0.0,0.0,0.0,0.0
"M12,D04,H8",0.0,0.0,0.0,0.0
"M12,D04,H9",0.0,0.0,0.0,0.0
"M12,D04,H10",0.0,0.0,0.0,0.0
"M12,D04,H11",0.0,0.0,0.0,0.0
"M12,D04,H12",0.0,0.0,0.0,0.0
"M12,D04,H13",0.0,0.0,0.0,0.0
"M12,D04,H14",0.0,0.0,0.0,0.0
"M12,D04,H15",0.0,0.0,0.0,0.0
"M12,D04,H16",0.0,0.0,0.0,0.0
"M12,D04,H17",0.0,0.0,0.0,0.0
"M12,D04,H18",0.0,0.0,0.0,0.0
"M12,D04,H19",0.0,0.0,0.0,0.0
"M12,D04,H20",0.0,0.0,0.0,0.0
"M12,D04,H21",0.0,0.0,0.0,0.0
"M12,D04,H22",0.0,0.0,0.0,0.0
"M12,D04,H23",0.0,0.0,0.0,0.0
"M12,D04,H24",0.0,0.0,0.0,0.0
"M12,D05,H1",0.0,0.0,0.0,0.0
"M12,D05,H2",0.0,0.0,0.0,0.0
"M12,D05,H3",0.0,0.0,0.0,0.0
"M12,D05,H4",0.0,0.0,0.0,0.0
"M12,D05,H5",0.0,0.0,0.0,0.0
"M12,D05,H6",0.0,0.0,0.0,0.0
"M12,D05,H7",0.0,0.0,0.0,0.0
"M12,D05,H8",0.0,0.0,0.0,0.0
"M12,D05,H9",0.0,0.0,0.0,0.0
"M12,D05,H10",0.0,0.0,0.0,0.0
"M12,D05,H11",0.0,0.0,0.0,0.0
"M12,D05,H12",0.0,0.0,0.0,0.0
"M12,D05,H13",0.0,0.0,0.0,0.0
"M12,D05,H14",0.0,0.0,0.0,0.0
"M12,D05,H15",0.0,0.0,0.0,0.0
"M12,D05,H16",0.0,0.0,0.0,0.0
"M12,D05,H17",0.0,0.0,0.0,0.0
"M12,D05,H18",0.0,0.0,0.0,0.0
"M12,D05,H19",0.0,0.0,0.0,0.0
"M12,D05,H20",0.0,0.0,0.0,0.0
"M12,D05,H21",0.0,0.0,0.0,0.0
"M12,D05,H22",0.0,0.0,0.0,0.0
"M12,D05,H23",0.0,0.0,0.0,0.0
"M12,D05,H24",0.0,0.0,0.0,0.0
"M12,D06,H1",0.0,0.0,0.0,0.0
"M12,D06,H2",0.0,0.0,0.0,0.0
"M12,D06,H3",0.0,0.0,0.0,0.0
"M12,D06,H4",0.0,0.0,0.0,0.0
"M12,D06,H5",0.0,0.0,0.0,0.0
"M12,D06,H6",0.0,0.0,0.0,0.0
"M12,D06,H7",0.0,0.0,0.0,0.0
"M12,D06,H8",0.0,0.0,0.0,0.0
"M12,D06,H9",0.0,0.0,0.0,0.0
"M12,D06,H10",0.0,0.0,0.0,0.0
"M12,D06,H11",0.0,0.0,0.0,0.0
"M12,D06,H12",0.0,0.0,0.0,0.0
"M12,D06,H13",0.0,0.0,0.0,0.0
"M12,D06,H14",0.0,0.0,0.0,0.0
"M12,D06,H15",0.0,0.0,0.0,0.0
"M12,D06,H16",0.0,0.0,0.0,0.0
"M12,D06,H17",0.0,0.0,0.0,0.0
"M12,D06,H18",0.0,0.0,0.0,0.0
"M12,D06,H19",0.0,0.0,0.0,0.0
"M12,D06,H20",0.0,0.0,0.0,0.0
"M12,D06,H21",0.0,0.0,0.0,0.0
"M12,D06,H22",0.0,0.0,0.0,0.0
"M12,D06,H23",0.0,0.0,0.0,0.0
"M12,D06,H24",0.0,0.0,0.0,0.0
"M12,D07,H1",0.0,0.0,0.0,0.0
"M12,D07,H2",0.0,0.0,0.0,0.0
"M12,D07,H3",0.0,0.0,0.0,0.0
"M12,D07,H4",0.0,0.0,0.0,0.0
"M12,D07,H5",0.0,0.0,0.0,0.0
"M12,D07,H6",0.0,0.0,0.0,0.0
"M12,D07,H7",0.0,0.0,0.0,0.0
"M12,D07,H8",0.0,0.0,0.0,0.0
"M12,D07,H9",0.0,0.0,0.0,0.0
"M12,D07,H10",0.0,0.0,0.0,0.0
"M12,D07,H11",0.0,0.0,0.0,0.0
"M12,D07,H12",0.0,0.0,0.0,0.0
"M12,D07,H13",0.0,0.0,0.0,0.0
"M12,D07,H14",0.0,0.0,0.0,0.0
"M12,D07,H15",0.0,0.0,0.0,0.0
"M12,D07,H16",0.0,0.0,0.0,0.0
"M12,D07,H17",0.0,0.0,0.0,0.0
"M12,D07,H18",0.0,0.0,0.0,0.0
"M12,D07,H19",0.0,0.0,0.0,0.0
"M12,D07,H20",0.0,0.0,0.0,0.0
